"","identifier","text"
"371","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.5.2","qui autem fructus rusticus servio in is vestibulum stabulo taberna in aedes crypta horreum apotheca ceterus qui ad fructus servo magnus qui ad elegantia decor possum sum ito sum facio ito faenerator et publicanus commodus et speciosus et ab insidiae tueor forensis autem et dissero elego et spatiosus ad convenio excipio nobilis verus qui honor magistratus gero praesto debeo officium civis facio sum vestibulum regalia alo atrium et peristylium amplus silva ambulatio laxus ad decor majestas perficio praeterea bybliothecas pinacotheca basilica non dissimilis modus qui publicus opus magnificens habeo comparo qui in domus is saepis et publicus consilium et privo judicium arbitrium conficio"
"372","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.5.3","ergo si hic ratio ad singulus genus persona utor in liber primus de decor sum scribo ito dispono sum aedificium non sum qui reprehendo habeo enim ad omnis res commodus et emendo explicatio is autem res non solus sum in urbs aedificium ratio sed etiam rus praeterquam qui in urbs atrium proximus janua soleo sum rus ab pseudourbanus statim peristylium deinde tunc atrium habeo circos porticus pavimento specto ad palaestra et ambulatio quoad possum urbanus ratio aedificium summatim perscribo propono nunc rusticus expeditio apparationes ut sum ad utor commodus quisque ratio con-loco oportet is dico"
"373","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.1","primus de salubritas utor in primus volumen de moenia con-loco scribo sum regio aspicio et ito villa con-loco magnitudo is ad modus ager copia fructus comparo chortes magnitudo is ad pecus numerus atque quot jugus bos opus sum ibi verso ito finio in chorte culina qui calidus locus designo conjungo autem habeo bubile qui praesaepe ad focus et orior caelum regio specto ideo qui bos lumen et ignis specto horridus non fio ito agricola religio impedio non puto oportet alius regio caelum bos specto nitor orior solum"
"374","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.2","bubile autem debeo sum latitudo neque parvus pedum deni neque magnus quindenûm longitudo utor singulus jugus neo parvus pedis occupo septeni balnearis ito conjungo sum culina ito enim lavatio rusticus ministratio non sum longus torcular ito proximus sum culina ito enim ad molarius fructus commodus sum ministratio habeo conjungo vinarius cella habeo ab septentriones lumen fenestra cum enim alius pars habeo qui sol calfacere possum vinus qui sum in is cella confundo ab calor efficio imbecillus"
"375","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.3","olearius autem ito sum con-loco ut habeo ab meridies calidus regio lumen non enim debeo oleum congelo sed tepor calor extenuo magnitudo autem is ad fructus ratio et numerus dolium sum facio qui cum sum cullearis per medius occupo debeo pedis quaterni ipse autem torcular si non coclea torqueo sed vectis et prelum premo neo parvus longus pedis xl constituo ito enim sum vectiarius spatium expedio latitudo is neo parvus pedum seni deni nam sic sum ad prelum opus facio liber versatio et expedio si autem duo prelum locus opus sum quattuor et viginti pedis latitudo do"
"376","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.4","ovile et caprile ito sum magnus facio utor singulus pecus area neo parvus pedis quaterni et semipes neo multus seni possum habeo granaria sublimo et ad septentriones aut aquilo specto dispono ito enim frumentum non poterint cito concalesco sed ab flo refrigero diu servo nam ceterus regio procreo curculio et reliquus bestiola qui frumentum soleo noceo equile qui magnus in villa locum calidus sum constituo dum neo ad focus specto cum enim jumentum proximus ignis stabulo horridus fio"
"377","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.5","ito non sum inutilis praesaepe qui con-loco extro culina in aperio contra orior cum enim in hiems annus serenum caelum in is traduco matutinus bos ad sol pabulum capio fio nitidus horreum fenilia farrarius pristinus extro villa facio video ut ab ignis periculum sum villa tueor si quis delico in villa facio sum ex symmetria qui in urbanus supra scribo sum constituo ito struo utor sinum impeditio rusticus utilitas aedifico"
"378","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.6","omnis aedificium ut luminosus sum oportet curo sed qui sum ad villa facilis video sum ideo qui pario nullus vicinus possum obsto in urbs autem aut communis paries altitudo aut angustia locus impedio facio obscuritas ito de is res sic sum experior ex qui pars lumen oportet sumo lineus tendo ab altitudo pario qui video obsto ad is locus qui oportet in-mitto et si ab is lineus in altitudo cum prospicio possum spatium purus caelum amplus video in is locus lumen sum sinum impeditio"
"379","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.6.7","lumen sum sinum impeditio si autem officio trabs is lumen aut contignatio de superus pars aperio et ito in-mitto et ad superus ito sum guberno ut ex quicumque pars caelum prospicio possum per is fenestra locum relinquo sic enim lucidus sum aedificium cum autem in triclinium ceter conclave magnus sum utor lumen tum etiam in iter clivus scala qui in hic saepis alius alius obvius venio fero sarcina soleo incurro quoad possum distributio opus nostras ut sum aedificator non obscurus explicate nunc etiam quemadmodum graecorum consuetudo aedificium distribuo utor non sum ignosco summatim expono"
"380","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.1","atrium graeci quia non utor neque aedifico sed ab janua introeo iter facio latitudo non spatiosus et ex unus pars equile ex alter ostiarium cella statim janua interior finio hic autem locus inter duo janua graece θυρωρεῖον appello deinde sum introeo in peristylum is peristylum in tres pars habeo porticus inquam pars qui specto ad meridies duo antae inter sui spatium amplus disto in qui trabs inveho et quantus inter antae disto ex is tertius demo spatium do introrsum hic locus apud non nullus prostas apud alius pasta nomino"
"381","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.2","in hic locus introrsum constituo oecus magnus in qui mater familia cum lanificus habeo sessio in prostas autem dexter atque sinister cubiculum sum con-loco qui unus thalamus alter amphithalamos dico circos autem in porticus triclinium cottidianus cubiculum etiam cella familiaricus constituo hic pars aedificium gynaeconitis appello"
"382","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.3","conjungo autem hic domus amplus habeo lavo peristylium in qui paro sum quattuor porticus altitudo aut unus qui ad meridies specto excello columna constituo is autem peristylum qui unus alo habeo porticus rhodiacum dico habeo autem is domus vestibulum egregius et janua proprius cum dignitas porticus peristylium albarius et tectorium et ex intestinus opus lacunarium orno et in porticus qui ad septentriones specto triclinium cyzicena et pinacotheca ad orior autem bybliothecas exhedras ad occido ad meridies verus specto oecus quadro ito amplus magnitudo utor facilis in is quattuor triclinium sterno ministratio ludus opus locus possum sum spatiosus"
"383","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.4","in hic oecus fio virilis convivium non enim sum instituo mater familia is mos accumbo hic autem peristylium domus andronitis dico qui in hic vir sinum interpellatio mulier verso praeterea dexter atque sinister domuncula constituo habeo proprius janua triclinium et cubiculum commodus utor hospes advenio non in peristylium sed in is hospitalis recipio nam cum sum graeci delicatus et fortuna opulentus hospes advenio instruo triclinium cubiculum cum penu cella primus dies ad cena invito posterus mitto pullus ovo holero pomum reliquus res agrestis ideo pictor is qui mitto hospes pingo imitor xenium appello ito pater familia in hospitium non video sum peregre habeo secerno in hic hospitalis libertas"
"384","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.5","inter duo autem peristylium et hospitalis iter sum qui mesauloe dico qui inter duo aula medius sum interpono nos autem is andron appello sed hic validus sum miro neque enim graece neque latus possum is convenio graeci enim ἀνδρῶνας appello oecus ubi convivium virilis soleo sum qui is mulier non accedo ito alius res sum similis utor xystus prothyra telamo et nonnullus alius is modus ξυστός enim sum graeca appellatio porticus amplus latitudo in qui athleta per hibernus tempus exerceo nos autem hypaethrus ambulatio xystum appello qui graeci παραδρομίδας dico ito πρόθυρα graece dico qui sum ante janua vestibulum nos autem appello prothyra qui graece dico διάθυρα"
"385","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.6","ito si qui virilis figura signum mutulus aut corona sustineo nos telamo appello qui ratio quis ito aut quare dico ex historia non invenio graeci verus is ἄτλαντας vocito atlas enim formo historia sustineo mundus ideo qui is primus curro solum et luna sidus omnis versatio ratio vigor animus sollers curo homo trado is res ab pictor et statuarius deformo pro is beneficium sustineo mundus filia is atlantides qui nos vergilias graeci autem πλειάδας nomino cum sidus in mundus sum dedico"
"386","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.7.7","neque tamen ego ut muto consuetudo nominatio aut sermo ideo hic propono sed utor non sum ignosco philologus expono judico qui consuetudo aedificium italico mos et graecorum instituo conformo expono et de symmetria singulus genus proportio perscribo ergo quoniam de venustas decor ante sum conscribo nunc expono de firmitas quemadmodum is sinum vitium permaneo ad vetustas con-loco"
"387","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.1","aedificium qui planus pedis instituo si fundamentum is facio sum ito ut in prior liber de murus et theatrum ab nos sum expono ad vetustas is sum sinum dubitatio firmus si autem hypogeum concamarationesque instituo fundatio is fio debeo crassus qui qui in superus aedificium struo sum sum is paries pila columna ad perpendiculum inferus medius con-loco utor solidus respondeo nam si in pendeo onus sum paries aut columna non poterint habeo perpetuus firmitas"
"388","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.2","praeterea inter lumen sequor pila et antae postis si suppono sum non vitiosus limen enim et trabs struo cum sum onero medius spatium pando frango sub lysis struo cum autem subicio sum et succuneatus postis non patior insido trabs neque is laedo"
"389","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.3","ito administro sum utor levo onus paries fornicatio cuneus divisio et ad centrum respondeo is concludo cum enim extro trabs aut limen caput arcus cuneus sum concludo primus non pando materio levo onus deinde si qui vetustas vitium capio sinum molitio fulcio facilis muto"
"390","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.4","ito qui pilatim ago aedificium et cuneus divisio coagmentum ad centrum respondeo fornix concludo extremus pila in hic latus spatium sum facio utor vis is habeo resisto possum cum cuneus ab onus paries premo per coagmento ad centrum sui premo extrudo incumbo ito si angularis pila sum spatiosus magnitudo contineo cuneus firmitas opus praesto"
"391","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.5","cum in hic res animadverto sum utor is diligens in hic adhibeo non parvus etiam observo sum utor omnis struo perpendiculum respondeo neque habeo in ullus pars proclinatio magnus autem sum debeo curo substructio qui in hic infinitus vitium soleo facio terra congestio is enim non possum sum semper unus pondus qui soleo sum per aestas sed hibernus tempus recipio ex imber aqua multitudo cresco et pondus et amplitudo disrumpo et extrudo struo saeptio"
"392","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.6","ito ut hic vitium medeor sic sum facio ut primus pro amplitudo congestio crassitudo struo constituo deinde in frons anterides sive erisma sum unus struo is inter sui disto tantus spatium quantus altitudo substructio sum sum crassitudo idem qui substructio procurro autem ab imus pro qui crassitudo constituo sum substructio deinde contraho gradatim ito utor superus habeo prominentia quantus opus sum crassitudo"
"393","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.7","praeterea introrsum contra terrenus conjungo murus serratim struo utor singulus dens ab murus tantus disto quantus altitudo sum sum substructio crassitudo autem habeo dens struo utor murus ito in extremus angulus cum recedo sum ab interior angulus spatium altitudo substructio in uter pars signo et ab hic signum diagonios struo con-loco et ab is medius alter conjungo cum angulus murus ito dens et diagonioe struo non patior totus vis premo murus sed dissipo retineo impetus congestio"
"394","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.8","quemadmodum sinum vitium opus constituo oportet et utor caveo incipio expono nam de tegula aut tignum aut asser muto non sum idem curo quemadmodum de hic qui is quivis sum vitiosus facilis muto ito neque solidus quia non puto sum qui ratio hic poterint sum firmus et quemadmodum instituo expono"
"395","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.9","qui autem copia genus oportet utor non sum architectus potestas ideo qui non in omnis locus omnis genus copia nascor ut in primus volumen sum expono praeterea in dominus sum potestas uter latericius an caementicius an saxum quadro volo aedifico ito omnis opus probatio tripartitus considero is sum fabrilis subtilitas et magnificens et dispositio cum magnificens opus perficio aspicio ab dominus potestas impense laudo cum subtilis officinator probo exactio cum verus venustus proportio et symmetria habeo auctoritas tunc sum glorior architectus"
"396","urn:cts:latinLit:phi1056.phi001.perseus-lat1:6.8.10","hic autem rego constituo cum is et ab faber et ab idiota patior accipio sui consilium nam omnis homo non solus architectus qui sum bonus possum probo sed inter idiota et is hic sum discrimen qui idiota nitor facio video non possum scio quis sum sum architectus autem simul animus constituo antequam incipio et venustas et utor et decor qualis sum sum habeo definio qui res privo aedificium utilis puto et quemadmodum sum facio qui aperio possum perscribo de expolitio autem is utor sum elego et sinum vitium ad vetustas insequor volumen expono"
"397","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.1","magnus cum sapienter tum etiam utilis instituo per commentarius relatio cogito trado posterus ut is non intereo sed singulus aetas cresco volumen edo gradatim pervenio vetustas ad superus doctrina subtilitas ito non mediocris sed infinitus sum hic ago gratia qui non invidiosus sileo praetermitto sed omnis genus sensus conscriptio memoria trado curo"
"398","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.2","nam si non ito facio non possum scio qui res in troia sum gero neque quis thales democritus anaxagoras xenophanes reliquus physicus sentio de res natura quisque socrates platon aristoteles zenon epicurus alius philosophus homo ago vita terminatio finio sive croesus alexander darius ceterum rego qui res aut qui ratio gero sum nosco nitor magnus praecipio comparatio omnis memoria ad posteritas commentarius effero"
"399","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.3","ito quemadmodum hic gratia sum ago contra qui is scribo furor pro suus praedico sum vitupero quisque non proprius cogitatio scribo nitor sed invidus mos alienus violo glorior non modus sum reprehendo sed etiam quia impius mos vivo poena condemno neque tamen hic res non vindico curiosus ab antiquus sum memoro qui exeo judicium qui sum non sum alienus quemadmodum sum nos trado explicate"
"400","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.4","rego attalici magnus philologia dulcedo induco cum egregius bybliothecam pergami ad communis delectatio instituo tunc ito ptolomaeus infinitus zelo cupiditas incitatus studium non parvus industria ad idem modus contendo alexandriae comparo cum autem superus diligens perficio non puto is sero sum nitor propagatio insemino curo augeo ito musis et apollini ludus dedico et quemadmodum athleta sic communis scribo victor praemium et honor constituo"
"401","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.5","hic ito instituo cum ludus adsum judico litteratus qui is probo sum lego rex cum jam sex civitas lego habeo neque tam cito septimus idoneus invenio refero ad is qui supra bybliothecam sum et quaero si qui nosco ad is expedio tunc is dico sum quidam aristophanen qui superus studium superus diligens cottidie omnis liber ex ordo perlego ito convenio ludus cum secerno sedeo judex sum distribuo cum ceterus aristophanes cito quemadmodum sum locus is designo sedeo"
"402","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.6","primus poeta ordo ad certatio induco cum recito scribo populus cunctus significo moneo judico qui probo ito cum ab singulus sententia sum rogo sex unus dico et qui magnus animadverto multitudo placeo is primus praemium insequor sequor tribuo aristophanes verus cum ab is sententia rogo is primus renuntio jubeo qui parvus populus placeo"
"403","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.7","cum autem rex et universus vehemens indignor surgo et rogo impetro ut patior sui dico ito silentium facio doceo unus ex hic is sum poeta ceterus alienus recito oportet autem judico non furtum sed scribo probo admiror populus et rego dubito fretus memoria certus armarium infinitus volumen educo et is cum recito confero cogo ipse furor de sui confiteor ito rex jubeo cum hic ago furtum condemno cum ignominia dimitto aristophanen verus amplus munus orno et supra bybliothecam constituo"
"404","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.8","insequor annus ab macedonia zoilus qui adopto cognomen ut homeromastix vocito alexandriam venio suus scribo contra ilia et odyssean comparo rego recito ptolomaeus verus cum animadverto poeta pareo philologia omnis dux absum vexo et qui ab cunctus gens scribo suspicio ab is vitupero indignor nullus is do respondeo zoilus autem cum diu in regnum sum inopia premo summitto ad rex postulo ut aliquis sui tribuo"
"405","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.9","rex verus respondeo dico homerum qui ante annus mille decedo aevum perpetuus multus mille homo pascor ito debeo qui bonus ingenium sui profiteor non modus unus sed etiam multus alo possum et ad superus mors is ut parricidium damno varius memoro alius enim scribo ab philadelpho sum in crux figo nonnullus chii lapis sum conicio alius zmyrnae vivus in pyra conicio qui uter is accido mereo dignus consto poena non enim aliter video promereor qui cito is qui respondeo quis sentio scribo non possum coram indico"
"406","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.10","ego verus caesar neque alienus index muto interpono nomen meo is profero corpus neque ullus cogito vitupero instituo ex is ego ad-probo sed omnis scriptor infinitus ago gratia qui egregius ingenium sollertia ex aevum confero abundo alius alius genus copia praeparo unde nos utor fons haurio aqua et ad proprius propono traduco facundus et expedio habeo ad scribo facultas talis confido auctor audeo institutio novo comparo"
"407","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.11","igitur talis ingredior is quia ad propono ego ratio animadverto praeparo indo sumo progredior coepio nam primus agatharchus athenis aeschylo doceo tragoedia scaena facio et de is commentarium relinquo ex is moneo democritus et anaxagoras de idem res scribo quemadmodum oportet ad acies oculus radius extentio certus locus centrum constituo linea ratio naturalis respondeo utor de certus res certus imago aedificium in scaena pingo reddo species et qui in dirigo planus frons sum figuro alius abscedo alius promineo sum video"
"408","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.12","postea silenus de symmetria doricorum edo volumen de aedes iunonis qui sum sami dorica theodorus ionice ephesi qui sum dianae chersiphron et metagenes de fanum minervae qui sum priene ionicum pytheos ito de aedes minervae dorice qui sum athenis in arx ictinos et carpion theodorus phocaeus de tholus qui sum delphis philus de aedes sacer symmetria et de armamentarium qui sum piraei portus hermogenes de aedes dianae ionice qui sum magnesia pseudodipteros et liber pater teo monopteros ito arcesius de symmetria corinthiis et ionico trallibus aesculapio qui etiam ipse suus manus dico facio de mausoleo satyrus et pytheos"
"409","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.13","qui verus felicitas magnus superus confero munus qui enim ars aevum perpetuus nobilis laudo et sempiternus floreo habeo judico is cogito egregius opera praesto nam singulus frons singulus artifex sumo certatim pars ad orno et probo leochares bryaxis scopo praxiteles nonnullus etiam puto timotheum qui ars emineo excello cogo ad septem spectaculum is opus pervenio fama"
"410","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.14","praeterea parvus nobilis multus praecipio symmetria conscribo utor nexaris theocydes demophilos pollis leonidas silanion melampus sarnacus euphranor non parvus de machinatio utor diades archytas archimedes ctesibios nymphodorus philus byzantius diphilos democles charias polyidos pyrros agesistratos qui ex commentarius qui utilis sum hic res animadverto colligo in unus cogo corpus et ideo magnus qui animadverto in is res ab graecis volumen multus edo ab noster oppidum qui paucus fuficius enim nimirum de hic res primus instituo edo volumen ito tero varro de novo disciplina unus de architectura p septimus duo"
"411","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.15","amplus verus in is genus scribo adhuc nemo incumbo video cum sum et antiquus civis magnus architectus qui possum non parvus eleganter scribo comparo nam athenis antistates et callaeschros et antimachides et porinos architectus pisistrato aedes iovi olympio facio fundamentum constituo post mors autem is propter interpellatio reipublicae incipio relinquo ito circiter annus quadringenti post antiochus rex cum in is opus impense sum polliceor cella magnitudo et columna circo dipteron collocatio epistylium et ceterum ornamentum ad symmetria distributio magnus sollertia scio superus civis romanus cossutius nobilis sum architectatus is autem opus non modus vulgo sed etiam in paucus ab magnificens nomino"
"412","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.16","nam quattuor locus sum aedes sacer marmoreus opus orno dispositio ex qui proprius de hic nominatio clarus fama nomino qui excellentiae prudens cogitatio appario suspicio habeo in deus σημαντικοῖς primus aedes ephesi dianae ionico genus ab chersiphrone gnosio et filius is metagene sum instituo qui postea demetrius ipse dianae servus et paeonius ephesius dico perficio mileti apollini ito ionicis symmetria aedes idem paeonius daphne milesius instituo eleusine cero et proserpinae cella immanis magnitudo ictinos dorico mos sinum exter columna ad laxamentum utor sacrificium pertego"
"413","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.17","is autem postea cum demetrius phalereus athenis res potio philus ante templum in frons columna constituo prostylon facio ito augeo vestibulum laxamentum initio opus superus adicio auctoritas in asty verus olympium amplus modulus comparo corinthiis symmetria et proportio utor supra scribo sum architectandum cossutius suscipio memoro qui commentarium nullus sum invenio neque tamen ab cossutio solus de hic res scribo sum desidero sed etiam ab g mucio qui magnus scio confido aedes honor et virtus marianae cella columna et epistylium symmetria legitimus ars instituo perficio is verus si marmoreus sum ut habeo quemadmodum ab ars subtilitas sic ab magnificens et impensa auctoritas in primus et superus opus nomino"
"414","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.preface.18","cum ergo et antiquus nos invenio non parvus qui graeci sum magnus architectus et noster memoria sero multus et ex hic paucus praecipio edo non puto sileo sed dispono singulus volumen de singulus expono res ito quoniam sextus volumen privo aedificium ratio perscribo in hic qui septimus teneo numerus de expolitio qui ratio et venustas et firmitas habeo possum expono"
"415","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.1","primus incipio de ruderatio qui principium teneo expolitio utor curiosus superus provideo solidatio ratio habeo et si planus pedis sum erudero quaero solus si sum perpetuus solidus et ito exaequo et induco cum statumine raudus si autem omnis aut ex pars congesticius locus sum fistucatio cum magnus curo solido in contignatio verus diligens sum animadverto neo qui pario qui non exeo ad superus sum exstruo sub pavimentum sed potis relaxo supra sui pendeo habeo coaxationem cum enim solidus exeo contignatio aresco aut pandatio sido permaneo struo soliditas dexter atque sinister sequor sui facio in pavimentum necessarius rima"
"416","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.2","ito do sum opus neo commisceo axis aesculinus querco qui querceus simul umor percipio sui torqueo rima facio in pavimentum si autem aesculus non sum et necessitas cogo propter inopia querceus utor sic video sum facio ut sequor tenuis qui parvus enim valeo is facilis clava figo contineo deinde in singulus tignum extremus pars axis bini clavus figo utor nullus ex pars possum sui torqueo angulus excito nam de cerrus aut fagus sive farnus nullus ad vestutatem possum permaneo coaxationibus facio si sum filex si non palea substerno utor materio ab calcis vitium defendo"
"417","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.3","tunc insuper statumino neo parvus saxum qui qui possum manus impleo statuminatio induco raudus si novus sum ad tres pars unus calcis misceo si redivivus sum quinque ad duo mixtionis habeo respondeo deinde raudus induco et vectis ligneus decuria induco crebriter pistatione solido et is non parvus pinsum absolvo crassitudo sum dodrans insuper ex testa nucleus induco mixtionem habeo ad tres pars unus calcis neo parvus crassitudo pavimentum digitus seni supra nucleus ad regula et libella exigo pavimentum struo sive sectilis sive tessera"
"418","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.4","cum is struo sum et fastigium suus ex structio habeo ito frico utor si sectilis sum nullus gradus in scutula aut trigonus aut quadro sive favus exsto sed coagmentum compositio planus habeo inter sui directio si tessera struo sum ut is omnis angulus habeo aequalis cum enim angulus non sum omnis aequalis planus non sum exigo ut oportet fricatura ito testaceus spico tiburtina sum diligens exigo ut neo habeo lacuna neque exsto tumulus sed sum extendo et ad regula perfricata super fricatura levigatio et polio cum sum perficio incerno marmor et supra lorica ex calcis et harena induco"
"419","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.5","subdiu verus magnus idoneus facio sum pavimentum qui contignatio umor cresco aut siccitas decresco sive pandatio sido moveo sui facio vitium pavimentum praeterea gelicidium et pruina non patior integer permaneo ito si necessitas cogo ut parvus vitiosus fio sic sum facio cum coaxo sum super alter coaxatio transverto sterno clava figo duplex praebeo contignatio loricatio deinde rudus novo tertius pars testa tundo admisceo calcis duo pars ad quinque mortarium mixtionibus praesto respondeo"
"420","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.6","statuminatio facio raudus induco is pistum absolvo neo parvus pedis sum crassus tunc autem nucleus induco utor supra scribo sum pavimentum ex tessera grandis circiter bini digitus caedo struo fastigium habeo in pedis deni digitus bini qui si benus tempero et rego fricatus sum ab omnis vitium sum tueor utor autem inter coagmento materio ab gelicidium neo laboro fraces quot ante hiems saturo ito non patior in sui recipio gelicidium pruina"
"421","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.1.7","si autem curiosus video fio oportet tegula bipedalis inter sui coagmento supra raudus substerno materio con-loco habeo singulus coagmentum frons excello canaliculus digitalis qui jungo implico calx ex oleum subigo confrico inter sui coagmento comprimo ito calx qui sum haereo in canalis duresco contexo solidesco non patior aqua neque alius res per coagmento transeo cum ergo sum hic ito persterno supra nucleus induco et virga caedo subigo supra autem sive ex tessera grandis sive ex spico testaceus pavimentum struo fastigium qui sum supra scribo et cum sic sum facio non cito vitio"
"422","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.2.1","cum ab pavimentum curo discedo sum tunc de albarius opus sum explicate is autem sum rego si glaeba calcis bonus ante multus tempus qui opus sum macero utor si qui glaeba parus sum in fornace coquo in maceratio diuturnus liquor deferveo cogo unus tenor concoquo nam cum non penitus macero sed recens sumo cum sum induco habeo lateo crudus calculus pustulo emitto qui calculus in opus unus tenor cum permacero dissolvo et dissipo tectorius politio"
"423","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.2.2","cum autem habeo sum ratio maceratio et is curiosus opus praeparo sum sumo ascio et quemadmodum materio dolo sic calx in lacus macero ascio si ad is offendo calculus non sum tempero cumque siccus et purus ferrum educo indico is evanidus et siticulosus cum verus pinguis sum et rego macero circo is ferramentum utor glutinum haereo omnis ratio probo sui sum tempero tunc autem machina comparo camera dispositio in conclave expedio nitor lacunarium is sum orno"
"424","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.1","cum ergo camera postulo ratio sic sum facio asser dirigo dispono inter sui neo multus spatium habeo pedis bini et hic magnus cupresseus qui abiegnei ab carie et ab vetustas celeriter vitio hic asser cum ad formus circinatio sum distribuo catena dispono ad contignatio sive tego sum crebriter clava ferreus figo religo is catena ex is materio comparo qui neque caries neque vetustas neque umor possum noceo is sum ex buxum juniperus oleum robur cupresso ceter similis praeter quercus cum is sui torqueo rima facio qui insum opus"
"425","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.2","asser dispono tum tomice ex spartum hispanico harundo graecae tundo ad is utor formo postulo religo ito supra camera materio ex calcis et harena misceo subindo induco ut si qui stilla ex contignatio aut tego cado sustineo si autem harundo graecae copia non sum de palus tenuis colligo et metaxa tomice ad justus longitudo unus crassitudo alligatio tempero dum neo multus inter duo nodus alligatio bini pedis disto et hic ad asser utor supra scribo sum tomice religo cultellus ligneus in is configo ceter omnis utor supra scribo sum expedio"
"426","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.3","camera dispono et intexo imus caelum is trullisso deinde harena dirigo postea autem cerno aut marmor polio cum camera polio sum sub is corona sum subicio qui magnus tenuis et subtilis oportet fio video cum enim grandis sum pondus deduco neque possum sui sustineo in hic parvus gypsum debeo admisceo sed ex cerno marmor unus tenor perduco utor neo praecipio non patior unus tenor opus inaresco etiam caveo sum in camera priscus dispositio qui is planities corona gravis pondus in-pendeo sum periculosus"
"427","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.4","corona autem sum figura alius purus alius caelo conclave autem ubi ignis aut multus lumen sum pono purus fio debeo ut is facilis extergeantur in aestivus et exhedris ubi parvus fumus sum neque fuligo possum noceo ibi caelo sum facio semper enim albus opus propter superbia candor non modus ex proprius sed etiam alienus aedificium concipio fumus"
"428","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.5","corona explicate paries qui asper trullisso postea autem supra trullissatio subarescens deformo directio harenatus utor longitudo ad regula et ad lineus altitudo ad perpendiculum angulus ad norma respondeo exigo nam sic emendo tectorium in pingo sum species subarescens iterum et tertius induco ito cum fundo sum ex harenatus dirigo is firmus sum ad vetustas soliditas tectorius"
"429","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.6","cum ab harena praeter trullissatio non parvus tres corius sum deformo tunc ex marmor graneus directio sum subigo dum ito materio tempero utor cum subigo non haereo ad rutrum sed purus ferrum ex mortarium libero grandis induco et inaresco alter corium mediocris dirigo is cum subigo sum et benus fricatus subtilis induco ito cum tres corius harena et ito marmor solido paries sum neque rima neque alius vitium in sui recipio possum"
