"","identifier","text"
"430","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.7","sed et liaculorum subactio fundo soliditas marmor candor firmus levigo color cum politio induco nitidus exprimo splendor color autem udus tectorius cum diligens sum induco ideo non remitto sed sum perpetuus permaneo qui calx in fornacibus excoquo liquor facio raritas evanidus jejunitas cogo corripio in sui qui res fortis contingo mixtionibusque ex alius potestas confero semen sive principium unus solidesco in quicumque membrum sum formo cum fio aridus redigo utor sui genus proprius video habeo qualitas"
"431","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.8","ito tectorius qui rego sum facio neque vetustas fio horridus neque cum extergo remitto color nitor si parus diligens et in aridus sum induco cum ergo ito in paries tectorius facio sum utor supra scribo sum et firmitas et splendor et ad vetustas permaneo virtus possum habeo cum verus unus corium harena et unus minuo marmor sum induco tenuitas is parvus valeo facilis rumpo neque splendor politio propter imbecillitas crassitudo proprius obtineo"
"432","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.9","quemadmodum enim speculum argenteus teneo lamella duco incertus et sinum vis habeo remissio splendor qui autem ex solidus tempero sum facio recipio in sui firmus vis politio fulgeo in aspicio certus considero imago reddo sic tectorius qui ex teneo sum duco materio non modus sum rimosus sed etiam celeriter evanesco qui autem fundo harenatio et marmor soliditas sum crassitudo spissus cum sum politio creber subigo non modus sum nitor sed etiam imago exprimo aspicio ex is opus remitto"
"433","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.10","graecorum verus tector non solus hic ratio utor facio opus firmus sed etiam mortarium con-loco calcis et harena ibi confundo decuria homo induco ligneus vectis pisant materia et ito ad certamen subigo tunc utor ito vetus paries nonnullus crusta excido pro abacus utor ipse tectorius abacus et speculum divisio circo sui promineo habeo expressio"
"434","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.3.11","si autem in craticius tectorius sum facio qui necesse sum in arrectarius et transversarius rima fio ideo qui luto cum linuntur necessarius recipio umor cum autem aresco extenuo in tectorium facio rima is ut non fio hic sum ratio cum pario totus luto inquino sum tunc in is opus canna clava muscarium perpetuus figo deinde iterum luto induco si prior transversarius harundo figo sum sequor erigo figo et ito utor supra scribo sum harenatus et marmor et omnis tectorium induco ito canna duplex in paries harundo transverto figo perpetuitas neque segmen neque rima ullus fio patior"
"435","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.4.1","qui ratio siccus locus tectorius oportet fio dico nunc quemadmodum umidus locus politio expedio ut permaneo possum sinum vitium expono et primus conclave qui planus pedis sum in imus pavimentum alo circiter pedis tres pro harenatus testa trullisso et dirigo utor is pars tectorium ab umor neo vitio si autem aliquis pario perpetuus habeo umor paululum ab is recedo et struo alter tenuis disto ab is quantus res patior et inter duo paries canalis duco inferus qui libramentum conclave sum habeo nares ad locus pateo ito cum in altitudo perstruo sum relinquo spiramentum si enim non per nares umor et in imus et in superus habeo exeo non parvus in novo struo sui dissipo hic perficio pario testa trullisso et dirigo et tunc tectorius polio"
"436","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.4.2","si autem locus non patior struo fio canalis fio et nares exeo ad locus pateo deinde tegula bipedalis ex unus pars supra margo canalis in-pono ex alter pars besalibus laterculum pila substruo in qui duo tegula angulus sedeo possum et ito ab paries is disto ut neo multus pateo palmus deinde insuper erigo mammatus tegula ab imus ad superus ad paries figo qui interior pars curiosus pico ut ab sui respuo liquor ito in imus et in superus supra camera habeo spiramentum"
"437","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.4.3","tum autem calcis ex aqua liquidus dealbo utor trullissatio testaceus ceam non respuo nam propter jejunitas qui sum ab fornacibus excoquo non possum recipio neque sustineo nitor calx subicio utrasque res inter sui conglutino et cogo coeo trullissatio induco pro harenatus testa dirigo et ceter omnis utor supra scribo sum in tectorius ratio perficio"
"438","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.4.4","ipse autem politio is orno proprius debeo habeo ad decor ratio utor et ex locus aptus et genus discrimen non alienus habeo dignitas triclinium hibernus non sum utilis compositio neque megalographia neque camera coronarius opus subtilis orno qui is et ab ignis fumus et ab lumen creber fuligo corrumpo in hic verus supra podium abacus ex atramentum sum subigo et polio cuneus silaceus sive miniaceus interpono et explicate camera purus polio etiam pavimentum non sum displiceo si qui animadverto volo graecorum hibernaculum utor parvus sumptuosus et utilis appario"
"439","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.4.5","fodio enim infra libramentum triclinium altitudo circiter pedum bini et solus festucato induco aut raudus aut testaceus pavimentum ito fastigo ut in canalis habeo nares deinde congero et spissus calco carbo induco ex sabulo et calcis et favilla misceo materio crassitudo semipedalis ad regula et libella superus libramentum cote despumo reddo species niger pavimentum ito convivium is et qui poculum et pytisma effundo simul cado siccesco quisque verso ibi ministro etsi nudus pedis sum non recipio frigus ab is modus genus pavimentum"
"440","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.1","ceterus conclave is sum vernus auctumnalis aestivus etiam atrium et peristylium constituo sum ab antiquus ex certus res certus ratio pictura nam pictura imago fio is qui sum sive possum sum utor homo aedificium navis reliquus res ex qui finio certus corpus figuro similitudo sumo exemplum ex is antiquus qui initium expolitio instituo imito sum primus crusta marmoreus varietas et collocatio deinde corona siliculorum cuneus inter sui varius distributio"
"441","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.2","postea ingredior sum ut etiam aedificium figura columna et fastigium emineo proicio imitor pateo autem locus utor exhedris propter amplitudo paries scaena frons tragicus mos aut comicus sive satyricus designo ambulatio verus propter spatium longitudo varietas topia orno ab certus locus proprietas imago exprimo pingo enim portus promunturium litus flumen fons euripus fanum lux mons pecus pastor nonnullus locus ito signum megalographia habeo et deus simulacrum sive fabula dispono explicatio non parvus troianas pugno sive ulixis erratio per topia ceterus qui sum is similis ratio ab res natura procreo"
"442","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.3","sed hic qui ex verus res exemplum sumo nunc iniquus mos in-probo nam pingo tectorium monstro potis qui ex res finio imago certus pro columna enim struo calamus strio cum crispus folium et volvo pro fastigium appagineculi ito candelabrum aedicula sustineo figura supra fastigium is surgo ex radix cum volvo teneo flos habeo in sui sinum ratio sedeo sigillum non parvus cauliculus dimidio habeo sigillum alius humanus alius bestia caput"
"443","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.4","hic autem neque sum neque fio possum neque sum quemadmodum enim possum calo verus sustineo tego aut candelabrum ornamentum fastigium sive cauliculus tam tenuis et mollis sustineo sedeo sigilla aut de radix et cauliculus ex pars flos dimidio sigillum procreo at hic fallo video homo non reprehendo sed delector neque animadverto si quis is fio possum necne ergo ito nosco mos cogo utor inertia malus judico convinco ars virtus judicium autem infirmus obscuro mens non valeo probo qui possum sum cum auctoritas et ratio decor neque enim pertaedet probo debeo qui non sum similis veritas neque si facio sum elego ab ars ideo de hic statim debeo rego judico nitor argumentatio certus ratio habeo sinum offensio explicate"
"444","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.5","etenim etiam trallibus cum apaturius alabandeus elego manus fingo scaena in minusculus theatrum qui ἐκκλησιαστήριον apud is vocito in is facio columna signum centauros sustineo epistylium tholus rotundus tego fastigium promineo verto corona caput leoninus orno qui aurum stillicidium ex tego habeo ratio praeterea supra is nihil episcaenum in qui tholus pronaus semifastigium omnis tego varius pingo sum orno ito cum aspicio is scaena propter asperitas eblandior omnis video et jam is opus probo sum paro tum licymnius mathematicus prodeo et aio"
"445","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.6","a-labo sero acuo ad omnis res civilis habeo sed propter non magnus vitium indecentia insipiens is sum judico qui in gymnasium is qui sum statua omnis sum causa ago forum discus teneo aut curro sive pila ludo ito indeceo inter locus proprietas sto signum publicus civitas vitium existimatio adicio video ito nunc neo apaturii scaena efficio et nos a-labo aut abderitas qui enim vester domus supra tegula tego possum habeo aut columna sive fastigium explicatio hic enim supra contignatio pono non supra tegula tego si ergo qui non possum in veritas ratio habeo facio in pingo probo accedo et nos hic civitas qui propter hic vitium insipiens sum judico"
"446","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.7","ito apaturius contra respondeo non sum audeo sed tollo scaena et ad ratio veritas commuto postea corrigo ad-probo utinam divus immortalis facio utor licymnius revivisceret et corrigo hic amentia tectorium erro instituo sed quare vinco veritas ratio fallo non sum alienus expono qui enim antiquus insumo labor et industria probo contendo ars is nunc color et is elego species con-sequor et qui subtilitas artifex adicio opus auctoritas nunc dominicus sumo efficio neo desidero"
"447","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.5.8","quis enim antiquus non utor medicamentum minium parcus video utor sum at nunc passim pleraque totus paries induco accedo huc chrysocolla ostrum armenium hic verus cum induco etsi non ab ars sum pono fulgeo color reddo video et ideo qui pretiosus sum lex excipio ut ab dominus non ab redemptor repraesento qui commonefacio possum ut ab error discedo in opus tectorius sero expono nunc de apparitio ut succurro possum dico et primus quoniam de calcis initium sum dico nunc de marmor pono"
"448","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.6.1","marmor non idem genus omnis regio procreo sed quidam locus glaeba ut salio mica perlucidas habeo nascor qui contundo et molo praesto opus utilitas qui autem locus is copia non sum caementum marmoreus sive assula dico qui marmorarius ex opus deicio contundo et molo et cum sum sub-cerno in opus utor alius locus ut inter magnesiae et ephesi finis sum locum unde fodio farina paro qui neque molo neque cerno opus sum sed sic sum subtilis quemadmodum si qui sum manus contundo et sub-cerno color verus alius sum qui per sui certus locus procreo et indo fodio nonnullus ex alius res tractatio aut mixtionum tempero compono perficio utor praesto idem in opus utilitas"
"449","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.7.1","primus autem expono qui per sui nascor fodio utor sil qui graece ὤχρα dico hic verus multus locus ut etiam in italia invenio sed qui sum bonus attica ideo nunc non habeo qui athenis argentifodina cum habeo familia tunc specus sub terra fodio ad argentum invenio cum ibi vena fortis invenio nihil utor argentum persequor ito antiquus egregius copia silus ad politio opus sum utor"
"450","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.7.2","ito rubrica copiosus multus locus eximo sed bonus paucus utor pontus sinope et aegypto in hispania balearibus non parvus etiam lemno qui insula vectigalis atheniensibus senatus populus romanus concedo fruor"
"451","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.7.3","paraetonium verus ex ipse locus unde fodio habeo nomen idem ratio melinus qui is metallum in solo cyclas melo dico sum"
"452","urn:cts:latinLit:phi1056.phi001.perseus-lat1:7.7.4","cerno viridis ito multus locus nascor sed bonus zmyrnae hic autem graeci θεοδοτεῖον voco qui theodotus nomen sum qui in fundo is genus cerno primus sum invenio"
